ID,Taxonrich,logTN,ELEV,longitude,logprecip,logAREA,logCL,logHCO3,logSO4,SED,STRMTEMP,Percent.AGT,Percent.URB,Percent.Canopy,Riparian.Disturb.
425,46,2.454844861,2346,-109.20244,-0.484508315,3.997099178,4.865224091,8.164848857,5.312220272,86.66666667,17.8,0.44,0.24,0.909090909,1.431818182
426,41,2.23299611,2197,-117.057222,-0.705219762,2.813010637,4.750135956,8.281953373,7.940085305,3.260869565,8,0,0,0.909090909,1.5
427,51,1.977723605,1943,-113.227222,0.11064652,3.244543572,1.824549292,5.650248074,3.481240089,30.47619048,13.2,0,0,0,0
428,24,3.214578954,1436,-119.028333,-0.8603831,5.029784113,5.384495063,8.227810052,8.610300948,26.66666667,11.5,15.69,0.14,0.409090909,0
429,53,2.397940009,1202,-119.29951,-0.816445397,5.774644709,3.737669618,7.52421956,3.42751469,1.904761905,14.1,16.89,0.06,0,0
430,38,1.806179973,2051,-115.501111,-0.192371893,2.613739522,2.197224577,6.198128737,3.363841595,2.727272727,12.4,0,0,0.291666667,1.5
431,45,2.961421093,2445,-109.596667,-0.723606388,2.039920784,4.188138442,8.590269281,6.859509966,22.85714286,7.9,0,0,0.772727273,0.6667
432,41,3.197280558,604,-100.12947,-0.805196684,5.591583817,4.684905154,8.155798843,6.88857246,66.66666667,23.7,29.57,1.24,0.318181818,1.363636364
433,73,1.880813592,1424,-118.66491,-0.238257189,1.974081026,1.987874348,6.914703087,4.325456283,31.42857143,14.7,0,0,0,0
434,43,2.447158031,499,-118.45703,-0.811930717,9.559759154,6.512636463,8.03128292,6.521798637,95.19230769,16.5,2.58,0.21,0.090909091,0.4697
435,53,2.960946196,748,-102.88839,-0.913793852,6.396962988,5.513025439,8.9578466,9.311732022,22.85714286,17.5,78.83,0.17,1,1.803045455
436,43,2.037426498,1986,-107.288056,-0.071496002,4.894101478,3.254242969,8.001774129,4.025351691,4.807692308,15.4,0.25,0,0.090909091,0
437,44,1.643452676,818,-120.89884,0.816691367,5.368682629,2.602689685,6.082672722,3.788724789,9.523809524,10,0,0,0.136363636,0
438,37,1.949390008,2984,-105.89273,0.053540767,2.601207105,3.198673118,6.974141155,6.23910557,17.14285714,6.6,0,0.37,0.045454546,0
439,13,4.08457628,11,-120.514167,-0.805196684,3.064791809,8.632234695,8.694705703,9.434155698,60.95238095,29.1,6.2,0.84,1,0.454568182
440,56,2.161368001,1585,-116.748333,-0.275753502,2.400618833,4.589040804,6.292498337,2.87356464,11.42857143,10,0.25,0,0.181818182,0
441,42,3.54095481,546,-96.56419,-0.482886255,4.712947778,5.330300412,8.225691835,8.547799988,80,20.6,89.29,0.11,1,2.1667
442,25,3.291812688,421,-97.5413,-0.541284831,6.608135569,6.803061208,8.175118008,10.1417325,64.76190476,20.6,91.82,0.56,0.818181818,1.378790909
443,61,1.579783597,723,-123.612778,0.456158222,5.279542211,3.360375387,7.25878532,5.218732887,3.80952381,19.5,0,0.04,0.727272727,0
